"Time","value"
2024-10-22 05:27:06,6.76
2024-10-22 05:27:06,10.00
2024-10-22 05:27:06,7.27
2024-10-22 05:27:06,5.00
2024-10-22 05:27:06,6.00
2024-10-22 05:27:07,5.04
2024-10-22 05:27:07,3.83
2024-10-22 05:27:07,3.90
2024-10-22 05:27:07,3.00
2024-10-22 05:27:07,5.00
2024-10-22 05:27:07,5.00
2024-10-22 05:27:07,3.68
2024-10-22 05:27:07,3.61
2024-10-22 05:27:07,4.00
2024-10-22 05:27:07,6.23
2024-10-22 05:27:07,4.00
2024-10-22 05:27:07,3.00
2024-10-22 05:27:07,4.21
2024-10-22 05:27:07,4.00
2024-10-22 05:27:07,5.42
2024-10-22 05:27:07,4.06
2024-10-22 05:27:07,4.53
2024-10-22 05:27:07,4.01
2024-10-22 05:27:07,7.00
2024-10-22 05:27:07,5.51
2024-10-22 05:27:08,5.16
2024-10-22 05:27:08,4.54
2024-10-22 05:27:08,4.00
2024-10-22 05:27:08,8.97
2024-10-22 05:27:08,7.72
2024-10-22 05:27:08,14.1
2024-10-22 05:27:08,13.6
2024-10-22 05:27:08,25.7
2024-10-22 05:27:08,28.4
2024-10-22 05:27:08,23.6
2024-10-22 05:27:08,3.04
2024-10-22 05:27:08,3.32
2024-10-22 05:27:08,3.87
2024-10-22 05:27:08,3.14
2024-10-22 05:27:08,3.27
2024-10-22 05:27:08,9.40
2024-10-22 05:27:08,3.04
2024-10-22 05:27:08,3.02
2024-10-22 05:27:08,9.12
2024-10-22 05:27:08,6.09
2024-10-22 05:27:09,3.12
2024-10-22 05:27:09,3.00
2024-10-22 05:27:09,2.81
2024-10-22 05:27:09,4.20
2024-10-22 05:27:09,5.00
2024-10-22 05:27:09,2.97
2024-10-22 05:27:09,2.93
2024-10-22 05:27:09,3.00
2024-10-22 05:27:09,5.68
2024-10-22 05:27:09,3.55
2024-10-22 05:27:09,2.90
2024-10-22 05:27:09,8.48
2024-10-22 05:27:09,2.72
2024-10-22 05:27:09,3.42
2024-10-22 05:27:09,2.79
2024-10-22 05:27:09,2.95
2024-10-22 05:27:09,4.85
2024-10-22 05:27:09,3.73
2024-10-22 05:27:09,2.99
2024-10-22 05:27:09,2.92
2024-10-22 05:27:10,5.01
2024-10-22 05:27:10,4.00
2024-10-22 05:27:10,5.00
2024-10-22 05:27:10,3.01
2024-10-22 05:27:10,12.6
2024-10-22 05:27:10,14.3
2024-10-22 05:27:10,8.81
2024-10-22 05:27:10,4.51
2024-10-22 05:27:10,3.00
2024-10-22 05:27:10,3.35
2024-10-22 05:27:10,6.15
2024-10-22 05:27:10,4.37
2024-10-22 05:27:10,11.9
2024-10-22 05:27:10,7.12
2024-10-22 05:27:10,3.12
2024-10-22 05:27:10,5.01
2024-10-22 05:27:10,7.00
2024-10-22 05:27:10,2.94
2024-10-22 05:27:10,3.19
2024-10-22 05:27:10,2.84
2024-10-22 05:27:11,4.97
2024-10-22 05:27:11,7.69
2024-10-22 05:27:11,11.1
2024-10-22 05:27:11,8.72
2024-10-22 05:27:11,10.7
2024-10-22 05:27:11,9.08
2024-10-22 05:27:11,10.2
2024-10-22 05:27:11,7.02
2024-10-22 05:27:11,3.70
2024-10-22 05:27:11,3.67
2024-10-22 05:27:11,3.93
2024-10-22 05:27:11,12.5
2024-10-22 05:27:11,4.45
2024-10-22 05:27:11,4.05
2024-10-22 05:27:11,3.78
2024-10-22 05:27:11,4.01
2024-10-22 05:27:11,5.97
2024-10-22 05:27:11,5.00
2024-10-22 05:27:11,4.02
2024-10-22 05:27:11,4.25
2024-10-22 05:27:12,4.76
2024-10-22 05:27:12,3.91
2024-10-22 05:27:12,3.34
2024-10-22 05:27:12,2.78
2024-10-22 05:27:12,3.40
2024-10-22 05:27:12,2.93
2024-10-22 05:27:12,4.59
2024-10-22 05:27:12,4.12
2024-10-22 05:27:12,2.87
2024-10-22 05:27:12,4.17
2024-10-22 05:27:12,5.83
2024-10-22 05:27:12,5.48
2024-10-22 05:27:12,4.55
2024-10-22 05:27:12,4.02
2024-10-22 05:27:12,3.38
2024-10-22 05:27:12,4.00
2024-10-22 05:27:12,2.78
2024-10-22 05:27:12,3.71
2024-10-22 05:27:12,5.20
2024-10-22 05:27:12,3.45
2024-10-22 05:27:13,4.00
2024-10-22 05:27:13,6.07
2024-10-22 05:27:13,3.84
2024-10-22 05:27:13,5.98
2024-10-22 05:27:13,4.00
2024-10-22 05:27:13,4.00
2024-10-22 05:27:13,3.58
2024-10-22 05:27:13,5.01
2024-10-22 05:27:13,4.00
2024-10-22 05:27:13,5.00
2024-10-22 05:27:13,4.67
2024-10-22 05:27:13,10.7
2024-10-22 05:27:13,16.0
2024-10-22 05:27:13,14.6
2024-10-22 05:27:13,4.00
2024-10-22 05:27:13,9.53
2024-10-22 05:27:13,9.96
2024-10-22 05:27:13,12.7
2024-10-22 05:27:13,29.7
2024-10-22 05:27:14,3.22
2024-10-22 05:27:14,2.81
2024-10-22 05:27:14,2.66
2024-10-22 05:27:14,2.73
2024-10-22 05:27:14,2.81
2024-10-22 05:27:14,2.91
2024-10-22 05:27:14,7.22
2024-10-22 05:27:14,8.27
2024-10-22 05:27:14,13.6
2024-10-22 05:27:14,4.34
2024-10-22 05:27:14,3.72
2024-10-22 05:27:14,2.76
2024-10-22 05:27:14,6.05
2024-10-22 05:27:14,2.90
2024-10-22 05:27:14,4.08
2024-10-22 05:27:14,5.94
2024-10-22 05:27:14,4.56
2024-10-22 05:27:14,5.29
2024-10-22 05:27:14,3.32
2024-10-22 05:27:14,5.99
2024-10-22 05:27:15,2.66
2024-10-22 05:27:15,2.79
2024-10-22 05:27:15,2.94
2024-10-22 05:27:15,3.06
2024-10-22 05:27:15,3.05
2024-10-22 05:27:15,2.82
2024-10-22 05:27:15,4.02
2024-10-22 05:27:15,4.44
2024-10-22 05:27:15,7.35
2024-10-22 05:27:15,3.17
2024-10-22 05:27:15,5.43
2024-10-22 05:27:15,3.11
2024-10-22 05:27:15,3.17
2024-10-22 05:27:15,3.06
2024-10-22 05:27:15,3.69
2024-10-22 05:27:15,2.98
2024-10-22 05:27:15,2.68
2024-10-22 05:27:15,2.91
2024-10-22 05:27:15,3.67
2024-10-22 05:27:15,4.81
2024-10-22 05:27:16,2.88
2024-10-22 05:27:16,2.97
2024-10-22 05:27:16,4.11
2024-10-22 05:27:16,2.74
2024-10-22 05:27:16,3.99
2024-10-22 05:27:16,3.04
2024-10-22 05:27:16,3.02
2024-10-22 05:27:16,2.68
2024-10-22 05:27:16,2.86
2024-10-22 05:27:16,3.01
2024-10-22 05:27:16,4.53
2024-10-22 05:27:16,4.03
2024-10-22 05:27:16,2.70
2024-10-22 05:27:16,2.70
2024-10-22 05:27:16,2.58
2024-10-22 05:27:16,3.07
2024-10-22 05:27:16,2.90
2024-10-22 05:27:16,4.78
2024-10-22 05:27:16,3.63
2024-10-22 05:27:16,3.45
2024-10-22 05:27:17,3.05
2024-10-22 05:27:17,2.95
2024-10-22 05:27:17,2.84
2024-10-22 05:27:17,3.65
2024-10-22 05:27:17,3.10
2024-10-22 05:27:17,3.00
2024-10-22 05:27:17,3.08
2024-10-22 05:27:17,2.78
2024-10-22 05:27:17,3.26
2024-10-22 05:27:17,2.84
2024-10-22 05:27:17,5.65
2024-10-22 05:27:17,2.88
2024-10-22 05:27:17,2.73
2024-10-22 05:27:17,2.95
2024-10-22 05:27:17,3.02
2024-10-22 05:27:17,3.27
2024-10-22 05:27:17,3.00
2024-10-22 05:27:17,3.26
2024-10-22 05:27:17,3.36
2024-10-22 05:27:17,3.09
2024-10-22 05:27:18,2.92
2024-10-22 05:27:18,6.10
2024-10-22 05:27:18,3.01
2024-10-22 05:27:18,2.75
2024-10-22 05:27:18,3.19
2024-10-22 05:27:18,2.99
2024-10-22 05:27:18,8.29
2024-10-22 05:27:18,7.86
2024-10-22 05:27:18,3.13
2024-10-22 05:27:18,2.96
2024-10-22 05:27:18,3.90
2024-10-22 05:27:18,4.83
2024-10-22 05:27:18,2.68
2024-10-22 05:27:18,4.27
2024-10-22 05:27:18,3.49
2024-10-22 05:27:18,5.93
2024-10-22 05:27:18,4.45
2024-10-22 05:27:18,4.00
2024-10-22 05:27:18,3.98
2024-10-22 05:27:18,2.67
2024-10-22 05:27:19,4.30
2024-10-22 05:27:19,3.12
2024-10-22 05:27:19,2.68
2024-10-22 05:27:19,3.26
2024-10-22 05:27:19,7.00
2024-10-22 05:27:19,3.57
2024-10-22 05:27:19,4.00
2024-10-22 05:27:19,8.66
2024-10-22 05:27:19,4.42
2024-10-22 05:27:19,3.32
2024-10-22 05:27:19,2.82
2024-10-22 05:27:19,3.30
2024-10-22 05:27:19,5.85
2024-10-22 05:27:19,2.81
2024-10-22 05:27:19,3.46
2024-10-22 05:27:19,4.92
2024-10-22 05:27:19,6.23
2024-10-22 05:27:19,9.20
2024-10-22 05:27:19,4.99
2024-10-22 05:27:20,4.99
2024-10-22 05:27:20,2.84
2024-10-22 05:27:20,4.58
2024-10-22 05:27:20,2.82
2024-10-22 05:27:20,2.83
2024-10-22 05:27:20,3.12
2024-10-22 05:27:20,3.34
2024-10-22 05:27:20,2.68
2024-10-22 05:27:20,8.85
2024-10-22 05:27:20,4.19
2024-10-22 05:27:20,3.44
2024-10-22 05:27:20,3.25
2024-10-22 05:27:20,2.88
2024-10-22 05:27:20,3.67
2024-10-22 05:27:20,2.83
2024-10-22 05:27:20,3.52
2024-10-22 05:27:20,2.96
2024-10-22 05:27:20,4.23
2024-10-22 05:27:20,2.67
2024-10-22 05:27:20,2.61
2024-10-22 05:27:21,3.30
2024-10-22 05:27:21,3.54
2024-10-22 05:27:21,3.02
2024-10-22 05:27:21,3.07
2024-10-22 05:27:21,3.27
2024-10-22 05:27:21,2.97
2024-10-22 05:27:21,3.04
2024-10-22 05:27:21,3.21
2024-10-22 05:27:21,3.48
2024-10-22 05:27:21,8.87
2024-10-22 05:27:21,3.00
2024-10-22 05:27:21,2.84
2024-10-22 05:27:21,4.90
2024-10-22 05:27:21,2.90
2024-10-22 05:27:21,3.26
2024-10-22 05:27:21,2.85
2024-10-22 05:27:21,2.75
2024-10-22 05:27:21,3.07
2024-10-22 05:27:21,3.67
2024-10-22 05:27:21,3.05
2024-10-22 05:27:22,3.07
2024-10-22 05:27:22,2.85
2024-10-22 05:27:22,5.28
2024-10-22 05:27:22,3.11
2024-10-22 05:27:22,3.15
2024-10-22 05:27:22,3.72
2024-10-22 05:27:22,3.67
2024-10-22 05:27:22,3.60
2024-10-22 05:27:22,2.82
2024-10-22 05:27:22,4.02
2024-10-22 05:27:22,3.04
2024-10-22 05:27:22,2.78
2024-10-22 05:27:22,2.86
2024-10-22 05:27:22,3.13
2024-10-22 05:27:22,2.70
2024-10-22 05:27:22,3.42
2024-10-22 05:27:22,3.52
2024-10-22 05:27:22,3.49
2024-10-22 05:27:22,10.6
2024-10-22 05:27:22,11.8
2024-10-22 05:27:23,3.28
2024-10-22 05:27:23,4.00
2024-10-22 05:27:23,4.00
2024-10-22 05:27:23,4.14
2024-10-22 05:27:23,5.62
2024-10-22 05:27:23,5.00
2024-10-22 05:27:23,4.68
2024-10-22 05:27:23,9.91
2024-10-22 05:27:23,5.01
2024-10-22 05:27:23,5.36
2024-10-22 05:27:23,2.95
2024-10-22 05:27:23,2.96
2024-10-22 05:27:23,2.74
2024-10-22 05:27:23,2.85
2024-10-22 05:27:23,5.37
2024-10-22 05:27:23,2.81
2024-10-22 05:27:23,2.62
2024-10-22 05:27:23,2.75
2024-10-22 05:27:23,4.06
2024-10-22 05:27:23,5.52
2024-10-22 05:27:24,2.87
2024-10-22 05:27:24,2.84
2024-10-22 05:27:24,3.06
2024-10-22 05:27:24,2.88
2024-10-22 05:27:24,3.15
2024-10-22 05:27:24,17.6
2024-10-22 05:27:24,11.1
2024-10-22 05:27:24,55.8
2024-10-22 05:27:24,3.39
2024-10-22 05:27:24,4.73
2024-10-22 05:27:24,3.74
2024-10-22 05:27:24,2.98
2024-10-22 05:27:24,3.27
2024-10-22 05:27:24,2.99
2024-10-22 05:27:24,3.66
2024-10-22 05:27:24,5.35
2024-10-22 05:27:24,4.27
2024-10-22 05:27:24,6.22
2024-10-22 05:27:25,3.75
2024-10-22 05:27:25,3.29
2024-10-22 05:27:25,2.73
2024-10-22 05:27:25,3.45
2024-10-22 05:27:25,3.12
2024-10-22 05:27:25,3.22
2024-10-22 05:27:25,3.72
2024-10-22 05:27:25,5.49
2024-10-22 05:27:25,3.53
2024-10-22 05:27:25,5.92
2024-10-22 05:27:25,3.00
2024-10-22 05:27:25,3.07
2024-10-22 05:27:25,2.73
2024-10-22 05:27:25,3.41
2024-10-22 05:27:25,3.32
2024-10-22 05:27:25,3.75
2024-10-22 05:27:25,3.00
2024-10-22 05:27:25,4.46
2024-10-22 05:27:25,3.85
2024-10-22 05:27:25,4.34
2024-10-22 05:27:26,4.87
2024-10-22 05:27:26,2.89
2024-10-22 05:27:26,2.84
2024-10-22 05:27:26,2.90
2024-10-22 05:27:26,3.67
2024-10-22 05:27:26,3.11
2024-10-22 05:27:26,3.72
2024-10-22 05:27:26,3.95
2024-10-22 05:27:26,3.39
2024-10-22 05:27:26,3.66
2024-10-22 05:27:26,4.39
2024-10-22 05:27:26,2.88
2024-10-22 05:27:26,2.95
2024-10-22 05:27:26,3.32
2024-10-22 05:27:26,3.27
2024-10-22 05:27:26,2.94
2024-10-22 05:27:26,3.02
2024-10-22 05:27:26,2.73
2024-10-22 05:27:26,4.09
2024-10-22 05:27:26,3.10
2024-10-22 05:27:27,3.26
2024-10-22 05:27:27,3.35
2024-10-22 05:27:27,2.84
2024-10-22 05:27:27,3.44
2024-10-22 05:27:27,3.46
2024-10-22 05:27:27,3.27
2024-10-22 05:27:27,2.96
2024-10-22 05:27:27,3.08
2024-10-22 05:27:27,2.74
2024-10-22 05:27:27,3.05
2024-10-22 05:27:27,3.23
2024-10-22 05:27:27,3.23
2024-10-22 05:27:27,3.25
2024-10-22 05:27:27,3.22
2024-10-22 05:27:27,2.78
2024-10-22 05:27:27,3.19
2024-10-22 05:27:27,3.00
2024-10-22 05:27:27,4.60
2024-10-22 05:27:27,3.02
2024-10-22 05:27:27,2.88
2024-10-22 05:27:28,3.26
2024-10-22 05:27:28,3.57
2024-10-22 05:27:28,2.95
2024-10-22 05:27:28,3.07
2024-10-22 05:27:28,3.57
2024-10-22 05:27:28,4.69
2024-10-22 05:27:28,6.00
2024-10-22 05:27:28,7.24
2024-10-22 05:27:28,2.97
2024-10-22 05:27:28,3.45
2024-10-22 05:27:28,3.17
2024-10-22 05:27:28,3.06
2024-10-22 05:27:28,3.08
2024-10-22 05:27:28,6.90
2024-10-22 05:27:28,3.53
2024-10-22 05:27:28,2.99
2024-10-22 05:27:28,6.86
2024-10-22 05:27:28,3.78
2024-10-22 05:27:28,4.12
2024-10-22 05:27:29,3.12
2024-10-22 05:27:29,3.84
2024-10-22 05:27:29,3.13
2024-10-22 05:27:29,2.72
2024-10-22 05:27:29,2.93
2024-10-22 05:27:29,3.29
2024-10-22 05:27:29,3.28
2024-10-22 05:27:29,3.09
2024-10-22 05:27:29,3.17
2024-10-22 05:27:29,3.49
2024-10-22 05:27:29,3.91
2024-10-22 05:27:29,3.96
2024-10-22 05:27:29,2.91
2024-10-22 05:27:29,1.98
2024-10-22 05:27:29,2.87
2024-10-22 05:27:29,2.92
2024-10-22 05:27:29,3.02
2024-10-22 05:27:29,2.94
2024-10-22 05:27:29,4.61
2024-10-22 05:27:30,3.48
2024-10-22 05:27:30,2.83
2024-10-22 05:27:30,2.79
2024-10-22 05:27:30,2.86
2024-10-22 05:27:30,3.55
2024-10-22 05:27:30,3.10
2024-10-22 05:27:30,3.02
2024-10-22 05:27:30,3.04
2024-10-22 05:27:30,3.01
2024-10-22 05:27:30,3.17
2024-10-22 05:27:30,2.68
2024-10-22 05:27:30,3.98
2024-10-22 05:27:30,3.81
2024-10-22 05:27:30,2.97
2024-10-22 05:27:30,2.85
2024-10-22 05:27:30,4.97
2024-10-22 05:27:30,4.16
2024-10-22 05:27:30,3.02
2024-10-22 05:27:30,3.55
2024-10-22 05:27:30,3.43
2024-10-22 05:27:31,2.79
2024-10-22 05:27:31,2.95
2024-10-22 05:27:31,3.17
2024-10-22 05:27:31,2.67
2024-10-22 05:27:31,2.94
2024-10-22 05:27:31,2.63
2024-10-22 05:27:31,3.14
2024-10-22 05:27:31,2.41
2024-10-22 05:27:31,56.0
2024-10-22 05:27:31,49.1
2024-10-22 05:27:31,42.7
2024-10-22 05:27:31,130
2024-10-22 05:27:31,45.7
2024-10-22 05:27:31,103
2024-10-22 05:27:32,62.7
2024-10-22 05:27:32,6.30
2024-10-22 05:27:32,5.20
2024-10-22 05:27:32,9.00
2024-10-22 05:27:32,6.00
2024-10-22 05:27:32,221
2024-10-22 05:27:32,11.5
2024-10-22 05:27:32,12.5
2024-10-22 05:27:32,75.6
2024-10-22 05:27:32,62.6
2024-10-22 05:27:32,66.3
2024-10-22 05:27:32,35.5
2024-10-22 05:27:32,7.00
2024-10-22 05:27:33,7.00
2024-10-22 05:27:33,20.4
2024-10-22 05:27:33,21.9
2024-10-22 05:27:33,42.5
2024-10-22 05:27:33,5.00
2024-10-22 05:27:33,5.67
2024-10-22 05:27:33,11.9
2024-10-22 05:27:33,15.2
2024-10-22 05:27:33,10.1
2024-10-22 05:27:33,12.3
2024-10-22 05:27:33,12.8
2024-10-22 05:27:33,18.7
2024-10-22 05:27:33,21.4
2024-10-22 05:27:33,24.3
2024-10-22 05:27:34,7.84
2024-10-22 05:27:34,5.74
2024-10-22 05:27:34,9.00
2024-10-22 05:27:34,8.00
2024-10-22 05:27:34,3.00
2024-10-22 05:27:34,8.29
2024-10-22 05:27:34,6.67
2024-10-22 05:27:34,34.1
2024-10-22 05:27:34,40.5
2024-10-22 05:27:34,34.6
2024-10-22 05:27:34,3.00
2024-10-22 05:27:34,7.00
2024-10-22 05:27:34,7.31
2024-10-22 05:27:34,9.29
2024-10-22 05:27:34,3.00
2024-10-22 05:27:34,8.00
2024-10-22 05:27:34,9.42
2024-10-22 05:27:34,10.6
2024-10-22 05:27:34,11.6
2024-10-22 05:27:34,6.52
2024-10-22 05:27:35,4.12
2024-10-22 05:27:35,4.58
2024-10-22 05:27:35,3.52
2024-10-22 05:27:35,6.31
2024-10-22 05:27:35,3.79
2024-10-22 05:27:35,3.63
2024-10-22 05:27:35,4.22
2024-10-22 05:27:35,4.10
2024-10-22 05:27:35,4.98
2024-10-22 05:27:35,3.33
2024-10-22 05:27:35,5.14
2024-10-22 05:27:35,6.95
2024-10-22 05:27:35,7.00
2024-10-22 05:27:35,16.5
2024-10-22 05:27:35,19.9
2024-10-22 05:27:35,5.59
2024-10-22 05:27:35,4.72
2024-10-22 05:27:35,9.00
2024-10-22 05:27:35,12.1
2024-10-22 05:27:35,7.00
2024-10-22 05:27:36,3.35
2024-10-22 05:27:36,3.00
2024-10-22 05:27:36,6.01
2024-10-22 05:27:36,6.90
2024-10-22 05:27:36,6.53
2024-10-22 05:27:36,8.11
2024-10-22 05:27:36,2.91
2024-10-22 05:27:36,2.98
2024-10-22 05:27:36,3.33
2024-10-22 05:27:36,4.51
2024-10-22 05:27:36,8.77
2024-10-22 05:27:36,7.25
2024-10-22 05:27:36,12.8
2024-10-22 05:27:36,20.6
2024-10-22 05:27:36,19.6
2024-10-22 05:27:36,21.2
2024-10-22 05:27:36,19.2
2024-10-22 05:27:37,4.38
2024-10-22 05:27:37,3.33
2024-10-22 05:27:37,3.59
2024-10-22 05:27:37,6.95
2024-10-22 05:27:37,8.37
2024-10-22 05:27:37,11.8
2024-10-22 05:27:37,15.9
2024-10-22 05:27:37,11.0
2024-10-22 05:27:37,10.1
2024-10-22 05:27:37,9.67
2024-10-22 05:27:37,5.00
2024-10-22 05:27:37,3.01
2024-10-22 05:27:37,4.00
2024-10-22 05:27:37,15.2
2024-10-22 05:27:37,5.06
2024-10-22 05:27:37,6.47
2024-10-22 05:27:37,9.76
2024-10-22 05:27:37,6.34
2024-10-22 05:27:37,5.83
2024-10-22 05:27:37,3.93
2024-10-22 05:27:38,7.03
2024-10-22 05:27:38,5.96
2024-10-22 05:27:38,4.00
2024-10-22 05:27:38,3.50
2024-10-22 05:27:38,4.56
2024-10-22 05:27:38,4.00
2024-10-22 05:27:38,3.61
2024-10-22 05:27:38,14.9
2024-10-22 05:27:38,17.2
2024-10-22 05:27:38,23.5
2024-10-22 05:27:38,5.60
2024-10-22 05:27:38,3.54
2024-10-22 05:27:38,2.59
2024-10-22 05:27:38,7.90
2024-10-22 05:27:38,8.42
2024-10-22 05:27:38,5.00
2024-10-22 05:27:38,9.01
2024-10-22 05:27:38,3.03
2024-10-22 05:27:38,4.97
2024-10-22 05:27:39,3.45
2024-10-22 05:27:39,7.00
2024-10-22 05:27:39,8.50
2024-10-22 05:27:39,9.46
2024-10-22 05:27:39,8.67
2024-10-22 05:27:39,11.0
2024-10-22 05:27:39,7.97
2024-10-22 05:27:39,11.0
2024-10-22 05:27:39,6.92
2024-10-22 05:27:39,8.78
2024-10-22 05:27:39,17.1
2024-10-22 05:27:39,27.2
2024-10-22 05:27:39,5.56
2024-10-22 05:27:39,8.75
2024-10-22 05:27:39,17.5
2024-10-22 05:27:39,29.3
2024-10-22 05:27:40,83.8
2024-10-22 05:27:40,26.6
2024-10-22 05:27:40,18.1
2024-10-22 05:27:40,50.4
2024-10-22 05:27:40,10.1
2024-10-22 05:27:40,16.1
2024-10-22 05:27:40,9.66
2024-10-22 05:27:40,13.6
2024-10-22 05:27:40,15.1
2024-10-22 05:27:40,8.56
2024-10-22 05:27:40,14.7
2024-10-22 05:27:40,15.7
2024-10-22 05:27:40,32.9
2024-10-22 05:27:41,26.2
2024-10-22 05:27:41,147
2024-10-22 05:27:41,190
2024-10-22 05:27:41,84.6
2024-10-22 05:27:41,139
2024-10-22 05:27:41,15.0
2024-10-22 05:27:41,17.0
2024-10-22 05:27:41,15.0
2024-10-22 05:27:41,14.9
2024-10-22 05:27:41,24.6
2024-10-22 05:27:41,46.1
2024-10-22 05:27:41,13.8
2024-10-22 05:27:42,11.1
2024-10-22 05:27:42,131
2024-10-22 05:27:42,22.0
2024-10-22 05:27:42,7.00
2024-10-22 05:27:42,9.00
2024-10-22 05:27:42,67.0
2024-10-22 05:27:42,113
2024-10-22 05:27:42,28.5
2024-10-22 05:27:42,425
2024-10-22 05:27:42,446
2024-10-22 05:27:42,687
2024-10-22 05:27:43,690
2024-10-22 05:27:43,875
2024-10-22 05:27:43,412
2024-10-22 05:27:43,383
2024-10-22 05:27:43,385
2024-10-22 05:27:43,382
2024-10-22 05:27:43,329
2024-10-22 05:27:43,330
2024-10-22 05:27:43,333
2024-10-22 05:27:43,220
2024-10-22 05:27:43,116
2024-10-22 05:27:43,118
2024-10-22 05:27:43,91.3
2024-10-22 05:27:43,92.8
2024-10-22 05:27:43,103
2024-10-22 05:27:43,81.8
2024-10-22 05:27:43,2.70
2024-10-22 05:27:43,4.62
2024-10-22 05:27:43,8.62
2024-10-22 05:27:43,8.12
2024-10-22 05:27:43,7.45
2024-10-22 05:27:43,12.6
2024-10-22 05:27:43,10.9
2024-10-22 05:27:43,11.4
2024-10-22 05:27:43,14.0
2024-10-22 05:27:43,111
2024-10-22 05:27:43,97.4
2024-10-22 05:27:44,108
2024-10-22 05:27:44,98.3
2024-10-22 05:27:44,3.23
2024-10-22 05:27:44,5.27
2024-10-22 05:27:44,5.05
2024-10-22 05:27:44,3.03
2024-10-22 05:27:44,7.48
2024-10-22 05:27:44,3.98
2024-10-22 05:27:44,6.47
2024-10-22 05:27:44,10.7
2024-10-22 05:27:44,11.1
2024-10-22 05:27:44,12.1
2024-10-22 05:27:44,166
2024-10-22 05:27:44,231
2024-10-22 05:27:44,239
2024-10-22 05:27:44,295
2024-10-22 05:27:44,225
2024-10-22 05:27:44,247
2024-10-22 05:27:45,284
2024-10-22 05:27:45,298
2024-10-22 05:27:45,339
2024-10-22 05:27:45,366
2024-10-22 05:27:45,399
2024-10-22 05:27:45,417
2024-10-22 05:27:45,445
2024-10-22 05:27:45,458
2024-10-22 05:27:45,721
2024-10-22 05:27:45,774
2024-10-22 05:27:45,258
2024-10-22 05:27:45,368
2024-10-22 05:27:45,336
2024-10-22 05:27:45,342
2024-10-22 05:27:45,310
2024-10-22 05:27:45,262
2024-10-22 05:27:45,245
2024-10-22 05:27:46,1007
2024-10-22 05:27:46,924
2024-10-22 05:27:46,857
2024-10-22 05:27:46,524
2024-10-22 05:27:46,536
